,HOTEL_NAME,HOTEL_URL
183,Oaks Goldsbrough Apartments,https://www.tripadvisor.in/Hotel_Review-g255060-d630951-Reviews-Oaks_Goldsbrough_Apartments-Sydney_New_South_Wales.html
184,Ibis budget Sydney East,https://www.tripadvisor.in/Hotel_Review-g255060-d498202-Reviews-Ibis_budget_Sydney_East-Sydney_New_South_Wales.html
185,Abey Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d3445994-Reviews-Abey_Hotel-Sydney_New_South_Wales.html
186,Sydney Hotel CBD,https://www.tripadvisor.in/Hotel_Review-g255060-d8663263-Reviews-Sydney_Hotel_CBD-Sydney_New_South_Wales.html
187,Napoleon on Kent,https://www.tripadvisor.in/Hotel_Review-g255060-d256603-Reviews-Napoleon_on_Kent-Sydney_New_South_Wales.html
188,Best Western Haven Glebe,https://www.tripadvisor.in/Hotel_Review-g255060-d257877-Reviews-Best_Western_Haven_Glebe-Sydney_New_South_Wales.html
189,APX Apartments Darling Harbour,https://www.tripadvisor.in/Hotel_Review-g255060-d277665-Reviews-APX_Apartments_Darling_Harbour-Sydney_New_South_Wales.html
190,Seasons Harbour Plaza,https://www.tripadvisor.in/Hotel_Review-g255060-d256612-Reviews-Seasons_Harbour_Plaza-Sydney_New_South_Wales.html
191,Song Hotel Redfern,https://www.tripadvisor.in/Hotel_Review-g255060-d262592-Reviews-Song_Hotel_Redfern-Sydney_New_South_Wales.html
192,Oaks Hyde Park Plaza,https://www.tripadvisor.in/Hotel_Review-g255060-d256567-Reviews-Oaks_Hyde_Park_Plaza-Sydney_New_South_Wales.html
193,Liv Apartments,https://www.tripadvisor.in/Hotel_Review-g255060-d12298002-Reviews-Liv_Apartments-Sydney_New_South_Wales.html
194,Mad Monkey Backpackers on Broadway,https://www.tripadvisor.in/Hotel_Review-g255060-d8764125-Reviews-Mad_Monkey_Backpackers_on_Broadway-Sydney_New_South_Wales.html
195,Maze Backpackers,https://www.tripadvisor.in/Hotel_Review-g255060-d289123-Reviews-Maze_Backpackers-Sydney_New_South_Wales.html
